"text","post_text","shared_text","time","video_id","likes","comments","shares"
"Impeachment hearings: Deputy Assistant Secretary of Defense for Russia Laura Cooper and Under Secretary of State for political affairs David Hale are testifying this afternoon. Watch the hearings live.","Impeachment hearings: Deputy Assistant Secretary of Defense for Russia Laura Cooper and Under Secretary of State for political affairs David Hale are testifying this afternoon. Watch the hearings live.","","20/11/2019 17:37",2.60013e+15,958,3016,167
"Ambassador Gordon Sondland is testifying in the congressional impeachment inquiry this morning. Also, 10 Democratic candidates in the 2020 presidential race will debate in Atlanta tonight. Tuning in live? Comment with your questions.","Ambassador Gordon Sondland is testifying in the congressional impeachment inquiry this morning. Also, 10 Democratic candidates in the 2020 presidential race will debate in Atlanta tonight. Tuning in live? Comment with your questions.","","20/11/2019 09:59",2.48216e+15,346,283,32
"Impeachment hearings: Gordon Sondland, U.S. ambassador to the EU, is among those testifying today. Sondland had amended his closed-door testimony and will face questions about a phone call he reportedly had with President Trump about “investigations” by Ukraine. Watch the hearings live.","Impeachment hearings: Gordon Sondland, U.S. ambassador to the EU, is among those testifying today. Sondland had amended his closed-door testimony and will face questions about a phone call he reportedly had with President Trump about “investigations” by Ukraine. Watch the hearings live.","","20/11/2019 09:00",1.16326e+15,2724,9950,637
"Impeachment hearings: Tim Morrison, a former NSC official, and Kurt Volker, former U.S. envoy to Ukraine are testifying this afternoon. Watch the hearing live.","Impeachment hearings: Tim Morrison, a former NSC official, and Kurt Volker, former U.S. envoy to Ukraine are testifying this afternoon. Watch the hearing live.","","19/11/2019 15:24",2.16998e+15,1784,3638,274
"Impeachment hearings: Alexander Vindman, director for European affairs with the National Security Council, and Jennifer Williams, a foreign service officer detailed to the staff of Vice President Pence, are testifying this morning. Watch the hearing live.","Impeachment hearings: Alexander Vindman, director for European affairs with the National Security Council, and Jennifer Williams, a foreign service officer detailed to the staff of Vice President Pence, are testifying this morning. Watch the hearing live.","","19/11/2019 09:01",4.18737e+14,2749,6293,586
"Today's Headlines with Korva Coleman: Eight witnesses are scheduled for the second week of public testimony in the impeachment inquiry, which resumes tomorrow. Also, intense fighting in Hong Kong over the weekend turned a central university into a battleground. Tuning in live? Comment with your questions.","Today's Headlines with Korva Coleman: Eight witnesses are scheduled for the second week of public testimony in the impeachment inquiry, which resumes tomorrow. Also, intense fighting in Hong Kong over the weekend turned a central university into a battleground. Tuning in live? Comment with your questions.","","18/11/2019 09:59",5.63968e+14,539,417,44
"Impeachment hearing: Marie Yovanovtich, the ambassador who was recalled from Ukraine after an effort to push her out, is testifying in a public hearing in the impeachment inquiry into President Trump. Watch her testimony live.","Impeachment hearing: Marie Yovanovtich, the ambassador who was recalled from Ukraine after an effort to push her out, is testifying in a public hearing in the impeachment inquiry into President Trump. Watch her testimony live.","","15/11/2019 12:16",2.36923e+15,3593,6983,547
"Impeachment hearing: Marie Yovanovtich, the ambassador who was recalled from Ukraine after an effort to push her out, is testifying in a public hearing in the impeachment inquiry into President Trump. Watch her testimony live","Impeachment hearing: Marie Yovanovtich, the ambassador who was recalled from Ukraine after an effort to push her out, is testifying in a public hearing in the impeachment inquiry into President Trump. Watch her testimony live","","15/11/2019 09:00",2.15147e+15,2680,5066,781
"As clashes increase in Hong Kong's anti-government protests, so, too, do the injuries. NPR's Julie McCarthy reports on the latest ⬇️","As clashes increase in Hong Kong's anti-government protests, so, too, do the injuries. NPR's Julie McCarthy reports on the latest ⬇️","","14/11/2019 15:14",7.22497e+14,133,43,0
"Tomorrow will kick off the second round of public hearings in the impeachment inquiry into President Trump. Also, Venice has been hit again by flooding at high tide; it’s the worst flooding the city has seen in more than half a century. Tuning in live? Comment with your questions.","Tomorrow will kick off the second round of public hearings in the impeachment inquiry into President Trump. Also, Venice has been hit again by flooding at high tide; it’s the worst flooding the city has seen in more than half a century. Tuning in live? Comment with your questions.","","14/11/2019 09:59",4.1902e+14,372,308,28
"Trump-Erdogan press conference: President Trump is hosting the Turkish president at the White House. Watch their joint press conference live.","Trump-Erdogan press conference: President Trump is hosting the Turkish president at the White House. Watch their joint press conference live.","","13/11/2019 15:35",2.45979e+15,357,2362,121
"Trump-Erdogan press conference: President Trump is hosting the Turkish president at the White House. Watch their joint press conference live.","Trump-Erdogan press conference: President Trump is hosting the Turkish president at the White House. Watch their joint press conference live.","","13/11/2019 15:09",4.27754e+14,224,989,109
"Impeachment hearing: Watch live testimony from acting Ukraine Ambassador William Taylor and Deputy Assistant Secretary of State George Kent.","Impeachment hearing: Watch live testimony from acting Ukraine Ambassador William Taylor and Deputy Assistant Secretary of State George Kent.","","13/11/2019 10:03",4.81367e+14,4656,7659,1381
"Today's Headlines with Korva Coleman: The House Intelligence Committee will start public hearings Wednesday by calling on two witnesses to describe how President Trump asked the Ukrainian president to launch investigations that Trump thought might help him in the 2020 election. Also, in Hong Kong violence between protesters and police has caused schools and businesses to close across the territory. Tuning in live? Comment with your questions.","Today's Headlines with Korva Coleman: The House Intelligence Committee will start public hearings Wednesday by calling on two witnesses to describe how President Trump asked the Ukrainian president to launch investigations that Trump thought might help him in the 2020 election. Also, in Hong Kong violence between protesters and police has caused schools and businesses to close across the territory. Tuning in live? Comment with your questions.","","13/11/2019 09:59",8.40317e+14,278,221,17
"The U.S. Supreme Court today will hear a major immigration case focused on DACA, a program people brought to the country illegally as children from deportation. Also, former president Jimmy Carter is in the hospital for surgery after recent falls caused pressure to build up on his brain. Tuning in live? Comment with your questions.","The U.S. Supreme Court today will hear a major immigration case focused on DACA, a program people brought to the country illegally as children from deportation. Also, former president Jimmy Carter is in the hospital for surgery after recent falls caused pressure to build up on his brain. Tuning in live? Comment with your questions.","","12/11/2019 09:59",4.13845e+14,356,368,31
"Today's Headlines with Giles Snyder: After 28 years on Capitol Hill, New York Republican Rep. Pete King says he won’t run for reelection. Also, ceremonies observing Veterans Day in the U.S. get underway in the next hour, with Vice President Pence visiting Arlington National Cemetery. Tuning in live? Comment with your questions.","Today's Headlines with Giles Snyder: After 28 years on Capitol Hill, New York Republican Rep. Pete King says he won’t run for reelection. Also, ceremonies observing Veterans Day in the U.S. get underway in the next hour, with Vice President Pence visiting Arlington National Cemetery. Tuning in live? Comment with your questions.","","11/11/2019 09:58",3.72726e+15,421,393,39
"In 1989, the Berlin Wall — a barrier that had divided East Berlin and West Berlin for decades and was a symbol of the Cold War — came down. #todayinhistory

""Now there is a chance that there will be democracy,"" an East German told NPR amid reunification.","In 1989, the Berlin Wall — a barrier that had divided East Berlin and West Berlin for decades and was a symbol of the Cold War — came down. #todayinhistory

""Now there is a chance that there will be democracy,"" an East German told NPR amid reunification.","","09/11/2019 09:32",2.4233e+15,511,36,0
"Acting DNI on whistleblower complaint: Joseph Maguire is testifying before the House intelligence committee amid controversy over communication President Trump had with Ukraine.","Acting DNI on whistleblower complaint: Joseph Maguire is testifying before the House intelligence committee amid controversy over communication President Trump had with Ukraine.","","26/09/2019 08:55",4.49332e+14,1105,6071,461
"Trump speaks at the UN: President Trump holds a press conference at the United Nations. Watch the event live.","Trump speaks at the UN: President Trump holds a press conference at the United Nations. Watch the event live.","","25/09/2019 15:57",1.14595e+15,319,8318,154
"Pelosi on impeachment: The House speaker is addressing reporters after meeting with the House Democratic caucus. There are growing calls for an impeachment inquiry against President Trump.","Pelosi on impeachment: The House speaker is addressing reporters after meeting with the House Democratic caucus. There are growing calls for an impeachment inquiry against President Trump.","","24/09/2019 17:01",3.67954e+14,1714,1223,373
"Trump at UN General Assembly: Watch the president address fellow world leaders.","Trump at UN General Assembly: Watch the president address fellow world leaders.","","24/09/2019 09:56",4.57348e+14,198,3519,131
"Today's Headlines with Giles Snyder: World leaders are gathering in New York today for this week’s U.N. General Assembly. European stocks are down today on news of the collapse of British travel company Thomas Cook. Tuning in live? Comment with your questions.","Today's Headlines with Giles Snyder: World leaders are gathering in New York today for this week’s U.N. General Assembly. European stocks are down today on news of the collapse of British travel company Thomas Cook. Tuning in live? Comment with your questions.","","23/09/2019 09:59",2.99187e+15,260,299,27
"Cokie Roberts’ funeral is taking place at The Cathedral of St. Matthew the Apostle in Washington, D.C. The veteran journalist died on Tuesday at age 75.","Cokie Roberts’ funeral is taking place at The Cathedral of St. Matthew the Apostle in Washington, D.C. The veteran journalist died on Tuesday at age 75.","","21/09/2019 10:00",9.54744e+14,1326,1024,388
"Impossible Foods will start retailing their plant-based burger in some California grocery stores today, with plans to expand nationwide next year.","Impossible Foods will start retailing their plant-based burger in some California grocery stores today, with plans to expand nationwide next year.","","20/09/2019 11:59",5.16218e+14,893,205,0
"In 1793, the cornerstone of the Capitol was put in place in Washington, D.C. #todayinhistory

George M. White discussed the history of the building — including the dome — in a 1974 NPR All Things Considered interview.

He served as architect of the Capitol for 24 years until retiring in 1995.","In 1793, the cornerstone of the Capitol was put in place in Washington, D.C. #todayinhistory

George M. White discussed the history of the building — including the dome — in a 1974 NPR All Things Considered interview.

He served as architect of the Capitol for 24 years until retiring in 1995.","","18/09/2019 14:30",8.87525e+14,70,2,0
"A House committee will question former Trump campaign manager Corey Lewandowski as it considers whether to pursue impeachment of the president. Also, a 37-year-old endurance swimmer from Colorado has set a new record for crossing the English Channel. Tuning in live? Comment with your questions.","A House committee will question former Trump campaign manager Corey Lewandowski as it considers whether to pursue impeachment of the president. Also, a 37-year-old endurance swimmer from Colorado has set a new record for crossing the English Channel. Tuning in live? Comment with your questions.","","17/09/2019 10:00",4.4871e+14,240,233,19
"Post-debate analysis: NPR's Asma Khalid and Scott Detrow are live with analysis of tonight's Democratic primary debate.","Post-debate analysis: NPR's Asma Khalid and Scott Detrow are live with analysis of tonight's Democratic primary debate.","","12/09/2019 22:59",1.39589e+15,261,287,35
"Debate preview: NPR's Asma Khalid and Scott Detrow preview tonight's Democratic primary debate. Watch live and ask your questions in the comments.","Debate preview: NPR's Asma Khalid and Scott Detrow preview tonight's Democratic primary debate. Watch live and ask your questions in the comments.","","12/09/2019 18:36",2.45636e+15,182,152,25
"Today's Headlines with Barbara Klein: A new NPR poll finds Elizabeth Warren is now seen as the most liked presidential candidate among Democratic voters. Also, Republicans held onto a North Carolina congressional seat after election fraud allegations forced a new election. Tuning in live? Comment with your questions.","Today's Headlines with Barbara Klein: A new NPR poll finds Elizabeth Warren is now seen as the most liked presidential candidate among Democratic voters. Also, Republicans held onto a North Carolina congressional seat after election fraud allegations forced a new election. Tuning in live? Comment with your questions.","","11/09/2019 10:01",5.13645e+14,428,358,43
"Today's Headlines with Giles Snyder: State lawmakers in South Carolina meet today to consider a proposal to ban abortion as soon as cardiac activity can be detected. Also, for the first time, the Sackler family, the owners of Purdue Pharma, have publicly detailed an offer to settle thousands of lawsuits stemming from the nation’s opioid epidemic. Tuning in live? Comment with your questions.","Today's Headlines with Giles Snyder: State lawmakers in South Carolina meet today to consider a proposal to ban abortion as soon as cardiac activity can be detected. Also, for the first time, the Sackler family, the owners of Purdue Pharma, have publicly detailed an offer to settle thousands of lawsuits stemming from the nation’s opioid epidemic. Tuning in live? Comment with your questions.","","10/09/2019 10:01",7.35625e+14,272,314,48
"Twenty-two years ago, Mother Teresa died.

The Roman Catholic nun was known for her work with the poor in the Indian city of Kolkata. She won the Nobel Peace Prize in 1979 and was canonized as a saint in 2016. #todayinhistory","Twenty-two years ago, Mother Teresa died.

The Roman Catholic nun was known for her work with the poor in the Indian city of Kolkata. She won the Nobel Peace Prize in 1979 and was canonized as a saint in 2016. #todayinhistory","","05/09/2019 16:36",9.92294e+14,307,179,0
"Hurricane Dorian has moved past Puerto Rico, and is now set to strike the Florida coast as a major, 125 mph storm. Also, the surgeon general is issuing a new warning about the dangers of marijuana use by teenagers and pregnant women. Tuning in live? Comment with your questions.","Hurricane Dorian has moved past Puerto Rico, and is now set to strike the Florida coast as a major, 125 mph storm. Also, the surgeon general is issuing a new warning about the dangers of marijuana use by teenagers and pregnant women. Tuning in live? Comment with your questions.","","29/08/2019 09:59",4.34442e+14,330,563,56
"Today’s Headlines with Korva Coleman: At the peak of hurricane season, the Department of Homeland Security will transfer $271 million of agency funds to support Trump’s border enforcement efforts. Also, British Prime Minister Boris Johnson has asked Queen Elizabeth to suspend the British parliament next month ahead of the Brexit deadline. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: At the peak of hurricane season, the Department of Homeland Security will transfer $271 million of agency funds to support Trump’s border enforcement efforts. Also, British Prime Minister Boris Johnson has asked Queen Elizabeth to suspend the British parliament next month ahead of the Brexit deadline. Tuning in live? Comment with your questions.","","28/08/2019 10:00",9.03604e+14,294,364,45
"Today’s Headlines with Korva Coleman: Johnson & Johnson says it will appeal an Oklahoma judge's ruling that found the pharmaceutical giant responsible for helping push the nation's opioid crisis. Also, Brazil says it’s going to reject money offered by the Group of Seven nations to help fight fires in the Amazon. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Johnson & Johnson says it will appeal an Oklahoma judge's ruling that found the pharmaceutical giant responsible for helping push the nation's opioid crisis. Also, Brazil says it’s going to reject money offered by the Group of Seven nations to help fight fires in the Amazon. Tuning in live? Comment with your questions.","","27/08/2019 10:00",4.33366e+14,395,340,54
"Trump, Macron at G-7: President Trump and French President Emmanuel Macron are holding a press conference from the summit of global economic powers in France","Trump, Macron at G-7: President Trump and French President Emmanuel Macron are holding a press conference from the summit of global economic powers in France","","26/08/2019 10:17",2.34897e+15,456,3530,183
"Today’s Headlines with Korva Coleman: President Trump is meeting with his counterparts at the G-7 summit in France, where he will give a press conference later this morning. Also, China's top trade negotiator says the country is open to cooperation with the U.S. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: President Trump is meeting with his counterparts at the G-7 summit in France, where he will give a press conference later this morning. Also, China's top trade negotiator says the country is open to cooperation with the U.S. Tuning in live? Comment with your questions.","","26/08/2019 10:00",2.44321e+15,339,338,39
"Did you know: ""Over the Rainbow"" was almost cut from ""The Wizard of Oz,"" which had its general release in the U.S. on this day in 1939.

Studio executives thought the song slowed down the Kansas scenes, and they also didn't like that Judy Garland — who played Dorothy — was singing in a barn, a film historian told NPR. #todayinhistory","Did you know: ""Over the Rainbow"" was almost cut from ""The Wizard of Oz,"" which had its general release in the U.S. on this day in 1939.

Studio executives thought the song slowed down the Kansas scenes, and they also didn't like that Judy Garland — who played Dorothy — was singing in a barn, a film historian told NPR. #todayinhistory","","25/08/2019 13:59",2.39986e+15,345,48,0
"Did you know: The Tin Man in ""The Wizard of Oz"" — which was released to general audiences in the U.S. on this day in 1939 — had a casting change.

Buddy Ebsen was initially cast for the role, but the makeup for the aluminum look made him sick. Jack Haley went on to portray the Tin Man. #todayinhistory","Did you know: The Tin Man in ""The Wizard of Oz"" — which was released to general audiences in the U.S. on this day in 1939 — had a casting change.

Buddy Ebsen was initially cast for the role, but the makeup for the aluminum look made him sick. Jack Haley went on to portray the Tin Man. #todayinhistory","","25/08/2019 10:28",2.38331e+15,267,56,0
"Today’s Headlines with Korva Coleman: Job gains for last year were not as robust as previously reported, according to government data released today. Also, Brazil's president is facing an angry backlash after suggesting non-governmental organizations might be setting fires in the Amazon rain forest. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Job gains for last year were not as robust as previously reported, according to government data released today. Also, Brazil's president is facing an angry backlash after suggesting non-governmental organizations might be setting fires in the Amazon rain forest. Tuning in live? Comment with your questions.","","22/08/2019 10:00",1.05126e+15,411,422,62
"Thirty-two years ago today, ""Dirty Dancing"" had its general premiere in the U.S.

The movie transported viewers to a Catskills resort, where no one put Baby in a corner and everyone had the time of their lives.

Patrick Swayze, who played the lead in ""Dirty Dancing,"" talked to NPR about the history of dance in 1987.

The actor died in 2009. He was 57.","Thirty-two years ago today, ""Dirty Dancing"" had its general premiere in the U.S.

The movie transported viewers to a Catskills resort, where no one put Baby in a corner and everyone had the time of their lives.

Patrick Swayze, who played the lead in ""Dirty Dancing,"" talked to NPR about the history of dance in 1987.

The actor died in 2009. He was 57.","","21/08/2019 15:22",3.79141e+14,438,75,0
"Today’s Headlines with Korva Coleman: The Trump administration is moving to change the terms of a legal settlement that sets out how long the U.S. can keep migrant children in detention with or without their families. Also, a South African court has restricted the gratuitous display of the country’s old apartheid-era flag. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: The Trump administration is moving to change the terms of a legal settlement that sets out how long the U.S. can keep migrant children in detention with or without their families. Also, a South African court has restricted the gratuitous display of the country’s old apartheid-era flag. Tuning in live? Comment with your questions.","","21/08/2019 10:00",4.09783e+14,431,425,78
"Today’s Headlines with Korva Coleman: U.K. Prime Minister Boris Johnson says that the U.K. cannot accept a plan to stay inside a European Union customs arrangement. Also, China has pushed back against a decision by Twitter and Facebook to remove nearly 1,000 accounts used as part of a Chinese state-backed disinformation operation. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: U.K. Prime Minister Boris Johnson says that the U.K. cannot accept a plan to stay inside a European Union customs arrangement. Also, China has pushed back against a decision by Twitter and Facebook to remove nearly 1,000 accounts used as part of a Chinese state-backed disinformation operation. Tuning in live? Comment with your questions.","","20/08/2019 09:59",2.21742e+14,409,381,60
"Restrictions on doing business with Huawei have been delayed 90 days by the Trump administration. Also, Icelanders marked the death of a glacier this weekend, the island's first officially lost to climate change. Tuning in live? Comment with your questions.","Restrictions on doing business with Huawei have been delayed 90 days by the Trump administration. Also, Icelanders marked the death of a glacier this weekend, the island's first officially lost to climate change. Tuning in live? Comment with your questions.","","19/08/2019 10:00",3.64679e+14,331,340,52
"Elvis Presley, king of rock 'n' roll, died on this date in 1977 at Graceland. #todayinhistory

A music historian spoke with NPR that year about the influence of African American artists on the star's tunes, as well as the social context of the 1950s, when Elvis got his start.","Elvis Presley, king of rock 'n' roll, died on this date in 1977 at Graceland. #todayinhistory

A music historian spoke with NPR that year about the influence of African American artists on the star's tunes, as well as the social context of the 1950s, when Elvis got his start.","","16/08/2019 17:34",5.60049e+14,156,20,0
"Five years after their loved ones were massacred by ISIS, members of the Yazidi community continue to mourn in Iraq.","Five years after their loved ones were massacred by ISIS, members of the Yazidi community continue to mourn in Iraq.","","15/08/2019 14:49",1.4675e+15,84,24,0
"Today’s Headlines with Korva Coleman: Wall Street opened higher today after recording their sharpest one-day loss of the year Wednesday. Also, President Trump is set to hold a campaign rally tonight in Manchester, N.H. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Wall Street opened higher today after recording their sharpest one-day loss of the year Wednesday. Also, President Trump is set to hold a campaign rally tonight in Manchester, N.H. Tuning in live? Comment with your questions.","","15/08/2019 10:00",2.36585e+15,303,375,41
"Here's what Kazakhstan, Hong Kong, and Ireland have in common: They all have Irish pubs. Here's why.","Here's what Kazakhstan, Hong Kong, and Ireland have in common: They all have Irish pubs. Here's why.","","15/08/2019 07:38",7.11337e+14,849,139,0
"El Pasoans gather today to remember the 22 people killed in a shooting at a Walmart store earlier this month. Also, the L.A. Opera is investigating allegations of sexual misconduct by multiple women against singer Placido Domingo. Tuning in live? Comment with your questions.","El Pasoans gather today to remember the 22 people killed in a shooting at a Walmart store earlier this month. Also, the L.A. Opera is investigating allegations of sexual misconduct by multiple women against singer Placido Domingo. Tuning in live? Comment with your questions.","","14/08/2019 09:59",6.74181e+14,259,330,25
"Today’s Headlines with Korva Coleman: The Hong Kong airport canceled flights for the second day in a row amid a massive pro-democracy sit-in. Also, President Trump visits a petrochemical plant in Pennsylvania today. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: The Hong Kong airport canceled flights for the second day in a row amid a massive pro-democracy sit-in. Also, President Trump visits a petrochemical plant in Pennsylvania today. Tuning in live? Comment with your questions.","","13/08/2019 10:00",2.36111e+15,401,398,41
"Today’s Headlines with Korva Coleman: Funeral services for El Paso shooting victims will continue this week and a city-wide memorial is planned in the coming days. Also, Hong Kong’s international airport shut down today, on the fourth day of protests by pro-democracy demonstrators. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Funeral services for El Paso shooting victims will continue this week and a city-wide memorial is planned in the coming days. Also, Hong Kong’s international airport shut down today, on the fourth day of protests by pro-democracy demonstrators. Tuning in live? Comment with your questions.","","12/08/2019 10:00",6.605e+14,355,345,48
"Five Democratic presidential candidates will speak at the Iowa State Fair on Friday. NPR's Scott Detrow has more from Des Moines.","Five Democratic presidential candidates will speak at the Iowa State Fair on Friday. NPR's Scott Detrow has more from Des Moines.","","09/08/2019 11:06",2.43282e+15,93,45,0
"Today’s Headlines with Korva Coleman: ICE officials raided seven food-processing plants yesterday in Mississippi. They detained about 680 people. Meanwhile, an opposition activist has filed a petition at India’s Supreme Court challenging an information blackout in Kashmir. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: ICE officials raided seven food-processing plants yesterday in Mississippi. They detained about 680 people. Meanwhile, an opposition activist has filed a petition at India’s Supreme Court challenging an information blackout in Kashmir. Tuning in live? Comment with your questions.","","08/08/2019 10:00",4.72234e+14,249,351,39
"As U.S. officials continue talks with the Taliban on the withdrawal of American troops from Afghanistan, the militant group claimed responsibility for another blast in the nation's capital.","As U.S. officials continue talks with the Taliban on the withdrawal of American troops from Afghanistan, the militant group claimed responsibility for another blast in the nation's capital.","","07/08/2019 13:32",8.49826e+14,36,48,0
"Today’s Headlines with Korva Coleman: President Trump plans to travel to Dayton, Ohio and El Paso, Texas to offer condolences after last weekend’s deadly mass shootings. Meanwhile, demonstrations in Hong Kong continue to intensify as protesters demand the Hong Kong government to keep the region’s semi-democracy. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: President Trump plans to travel to Dayton, Ohio and El Paso, Texas to offer condolences after last weekend’s deadly mass shootings. Meanwhile, demonstrations in Hong Kong continue to intensify as protesters demand the Hong Kong government to keep the region’s semi-democracy. Tuning in live? Comment with your questions.","","07/08/2019 10:00",3.5605e+14,299,374,28
"Today's Headlines with Korva Coleman: Ohio Governor Mike DeWine has offered a proposal on background checks and plans regarding mental issues, following the Dayton mass shooting. Meanwhile, Puerto Rico's senate declined to vote to confirm Pedro Pierluisi as governor. Tuning in live? Comment with your questions.","Today's Headlines with Korva Coleman: Ohio Governor Mike DeWine has offered a proposal on background checks and plans regarding mental issues, following the Dayton mass shooting. Meanwhile, Puerto Rico's senate declined to vote to confirm Pedro Pierluisi as governor. Tuning in live? Comment with your questions.","","06/08/2019 10:01",2.3685e+15,294,361,104
"One of the biggest moments of Night 2 of the Democratic debates came when Kamala Harris repeatedly asked Joe Biden whether he regretted opposing federal busing policies during the early years of his Senate career. Biden notably bristled.

Watch:","One of the biggest moments of Night 2 of the Democratic debates came when Kamala Harris repeatedly asked Joe Biden whether he regretted opposing federal busing policies during the early years of his Senate career. Biden notably bristled.

Watch:","","27/06/2019 23:58",4.09926e+14,2117,639,0
"Twenty Democratic candidates will take the stage in the first presidential primary debate, which will be held on Wednesday and Thursday.

NPR Politics editor Domenico Montanaro breaks down what to look out for.

📰 Read more: https://n.pr/2IPq1Qk","Twenty Democratic candidates will take the stage in the first presidential primary debate, which will be held on Wednesday and Thursday.

NPR Politics editor Domenico Montanaro breaks down what to look out for.

📰 Read more: https://n.pr/2IPq1Qk","","26/06/2019 17:55",6.6043e+14,128,69,0
"Today’s Headlines with Korva Coleman: Former special counsel Robert Mueller will testify before two House committees on July 17. Also, the House approved a $4.5 billion border bill that includes minimum requirements for treatment of migrants. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Former special counsel Robert Mueller will testify before two House committees on July 17. Also, the House approved a $4.5 billion border bill that includes minimum requirements for treatment of migrants. Tuning in live? Comment with your questions.","","26/06/2019 10:00",2.36147e+15,193,327,20
"Today’s Headlines with Korva Coleman: Iran is criticizing the Trump administration’s decision to impose new sanctions. Meanwhile, Customs and Border Protection officials have moved hundreds of migrant children out of a squalid facility in Texas. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Iran is criticizing the Trump administration’s decision to impose new sanctions. Meanwhile, Customs and Border Protection officials have moved hundreds of migrant children out of a squalid facility in Texas. Tuning in live? Comment with your questions.","","25/06/2019 10:00",5.28218e+14,232,324,39
"Today’s Headlines with Korva Coleman: Secretary of State Mike Pompeo is visiting Saudi Arabia and the United Arab Emirate, key U.S. allies against Iran. Pompeo says he also is ready to negotiate directly with the Iranians if they’re interested. Also, the U.S and Spain face off today in the Women's World Cup; the winner gets France, in what could be the biggest match of the tournament. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Secretary of State Mike Pompeo is visiting Saudi Arabia and the United Arab Emirate, key U.S. allies against Iran. Pompeo says he also is ready to negotiate directly with the Iranians if they’re interested. Also, the U.S and Spain face off today in the Women's World Cup; the winner gets France, in what could be the biggest match of the tournament. Tuning in live? Comment with your questions.","","24/06/2019 09:58",2.05716e+15,139,233,20
"At age 63, Dee came out as a transgender woman. Living in El Paso, Texas, in the 1950s, she had a hard time fitting in — until her Aunt Yaya gave her a safe, loving space to be herself.","At age 63, Dee came out as a transgender woman. Living in El Paso, Texas, in the 1950s, she had a hard time fitting in — until her Aunt Yaya gave her a safe, loving space to be herself.","","21/06/2019 21:00",6.18637e+14,857,53,0
"Today’s Headlines with Korva Coleman: The U.S. says Iran carried out an unprovoked attack when it downed a U.S. military drone over the Strait of Hormuz. Also, the U.S. national soccer team plays Sweden today in the Women's World Cup — the team's first major test. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: The U.S. says Iran carried out an unprovoked attack when it downed a U.S. military drone over the Strait of Hormuz. Also, the U.S. national soccer team plays Sweden today in the Women's World Cup — the team's first major test. Tuning in live? Comment with your questions.","","20/06/2019 10:00",2.95918e+15,220,356,24
"An auction of Indian royal jewels today at Christie's is expected to break a record for jewelry sales, fetching more than $115 million.","An auction of Indian royal jewels today at Christie's is expected to break a record for jewelry sales, fetching more than $115 million.","","19/06/2019 12:34",1.07665e+15,351,128,0
"Today’s Headlines with Korva Coleman: Congress will hold a hearing today on the subject of reparations for descendants of enslaved Africans. Also, Acting Defense Secretary Patrick Shanahan has taken himself out of consideration to permanently lead the Defense Department. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: Congress will hold a hearing today on the subject of reparations for descendants of enslaved Africans. Also, Acting Defense Secretary Patrick Shanahan has taken himself out of consideration to permanently lead the Defense Department. Tuning in live? Comment with your questions.","","19/06/2019 10:00",2.75255e+15,230,297,32
"Today’s Headlines with Korva Coleman: President Trump is threatening to deport ""millions"" of immigrants here in the U.S. illegally. Also, the U.S. is sending 1,000 more troops to the Middle East as Iran gives Europe 10 days to save the 2015 nuclear deal. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: President Trump is threatening to deport ""millions"" of immigrants here in the U.S. illegally. Also, the U.S. is sending 1,000 more troops to the Middle East as Iran gives Europe 10 days to save the 2015 nuclear deal. Tuning in live? Comment with your questions.","","18/06/2019 10:00",2.42941e+15,196,317,35
"Today’s Headlines with Korva Coleman: The Trump administration begins hearings today on the president’s plan to impose tariffs on $300 billion worth of Chinese goods. Meanwhile, tensions continue to escalate between the U.S. and Iran as Iran says it will exceed the limit on its stockpile of uranium. Tuning in live? Comment with your questions.","Today’s Headlines with Korva Coleman: The Trump administration begins hearings today on the president’s plan to impose tariffs on $300 billion worth of Chinese goods. Meanwhile, tensions continue to escalate between the U.S. and Iran as Iran says it will exceed the limit on its stockpile of uranium. Tuning in live? Comment with your questions.","","17/06/2019 09:59",4.18885e+14,199,380,28
"On this Flag Day, you may hear a familiar refrain: The Pledge of Allegiance. This is the story about how those original 23 words of patriotism were really about selling more magazines.","On this Flag Day, you may hear a familiar refrain: The Pledge of Allegiance. This is the story about how those original 23 words of patriotism were really about selling more magazines.","","14/06/2019 10:49",1.01581e+16,1325,204,0
